temps (ms);temps;ACTU;MILIEU;MILIEU;LASER;LASERR
480.6;480.9;36.71;33.98;34.13;32.78;32.68
480.75;481.05;36.71;33.98;34.13;32.78;32.68
480.9;481.2;36.71;33.88;34.03;32.78;32.68
481.05;481.35;36.71;33.98;34.13;32.78;32.68
481.2;481.5;36.71;33.98;34.13;32.78;32.68
481.35;481.65;36.71;33.98;34.13;32.78;32.68
481.5;481.8;36.71;33.98;34.13;32.68;32.58
481.65;481.95;36.71;33.88;34.03;32.68;32.58
481.8;482.1;36.71;33.88;34.03;32.78;32.68
481.95;482.25;36.71;33.98;34.13;32.78;32.68
482.1;482.4;36.71;33.88;34.03;32.78;32.68
482.25;482.55;36.71;33.98;34.13;32.78;32.68
482.4;482.7;36.71;33.98;34.13;32.68;32.58
482.55;482.85;36.71;33.88;34.03;32.78;32.68
482.7;483;36.71;33.98;34.13;32.78;32.68
482.84;483.14;36.71;33.98;34.13;32.68;32.58
483;483.3;36.71;33.88;34.03;32.68;32.58
483.15;483.45;36.71;33.98;34.13;32.78;32.68
483.3;483.6;36.71;33.98;34.13;32.68;32.58
483.45;483.75;36.71;33.88;34.03;32.78;32.68
483.59;483.89;36.71;33.88;34.03;32.68;32.58
483.75;484.05;36.71;33.98;34.13;32.78;32.68
483.9;484.2;36.71;33.98;34.13;32.68;32.58
484.04;484.34;36.71;33.98;34.13;32.78;32.68
484.2;484.5;36.71;33.98;34.13;32.68;32.58
484.34;484.64;36.71;33.88;34.03;32.78;32.68
484.5;484.8;36.71;33.98;34.13;32.78;32.68
484.64;484.94;36.71;33.98;34.13;32.78;32.68
484.8;485.1;36.71;33.98;34.13;32.68;32.58
484.94;485.24;36.82;33.98;34.13;32.78;32.68
485.09;485.39;36.71;33.88;34.03;32.78;32.68
485.24;485.54;36.71;33.98;34.13;32.78;32.68
485.39;485.69;36.82;33.98;34.13;32.78;32.68
485.54;485.84;36.82;33.98;34.13;32.78;32.68
485.69;485.99;36.71;33.88;34.03;32.78;32.68
485.84;486.14;36.82;33.98;34.13;32.78;32.68
485.99;486.29;36.71;33.98;34.13;32.78;32.68
486.15;486.45;36.71;33.98;34.13;32.78;32.68
486.29;486.59;36.71;33.98;34.13;32.78;32.68
486.44;486.74;36.71;33.98;34.13;32.78;32.68
486.59;486.89;36.71;33.98;34.13;32.78;32.68
486.74;487.04;36.82;33.98;34.13;32.78;32.68
486.89;487.19;36.82;33.98;34.13;32.78;32.68
487.04;487.34;36.71;33.98;34.13;32.78;32.68
487.19;487.49;36.82;33.98;34.13;32.78;32.68
487.34;487.64;36.82;33.98;34.13;32.78;32.68
487.49;487.79;36.82;33.98;34.13;32.68;32.58
487.64;487.94;36.82;33.98;34.13;32.78;32.68
487.79;488.09;36.82;33.98;34.13;32.78;32.68
487.94;488.24;36.82;33.98;34.13;32.78;32.68
488.09;488.39;36.82;33.98;34.13;32.68;32.58
488.24;488.54;36.82;33.98;34.13;32.78;32.68
488.39;488.69;36.82;33.98;34.13;32.78;32.68
488.54;488.84;36.82;33.98;34.13;32.78;32.68
488.69;488.99;36.82;33.98;34.13;32.78;32.68
488.84;489.14;36.82;33.98;34.13;32.78;32.68
488.99;489.29;36.82;33.98;34.13;32.68;32.58
489.14;489.44;36.82;33.98;34.13;32.78;32.68
489.29;489.59;36.82;33.98;34.13;32.78;32.68
489.44;489.74;36.82;33.98;34.13;32.78;32.68
489.59;489.89;36.82;33.98;34.13;32.68;32.58
489.74;490.04;36.82;33.98;34.13;32.78;32.68
489.89;490.19;36.82;33.98;34.13;32.78;32.68
490.04;490.34;36.82;33.98;34.13;32.78;32.68
490.19;490.49;36.82;33.98;34.13;32.78;32.68
490.34;490.64;36.82;33.98;34.13;32.78;32.68
490.49;490.79;36.82;33.98;34.13;32.68;32.58
490.64;490.94;36.82;33.98;34.13;32.68;32.58
490.79;491.09;36.82;33.98;34.13;32.78;32.68
490.94;491.24;36.82;33.98;34.13;32.78;32.68
491.09;491.39;36.82;33.98;34.13;32.78;32.68
491.24;491.54;36.82;33.98;34.13;32.78;32.68
491.39;491.69;36.82;33.98;34.13;32.78;32.68
491.54;491.84;36.82;33.98;34.13;32.78;32.68
491.69;491.99;36.82;33.98;34.13;32.78;32.68
491.84;492.14;36.82;33.98;34.13;32.78;32.68
491.99;492.29;36.82;33.98;34.13;32.78;32.68
492.14;492.44;36.92;33.98;34.13;32.78;32.68
492.29;492.59;36.82;33.98;34.13;32.78;32.68
492.44;492.74;36.82;33.98;34.13;32.78;32.68
492.59;492.89;36.82;33.98;34.13;32.78;32.68
492.74;493.04;36.82;33.98;34.13;32.78;32.68
492.89;493.19;36.92;33.98;34.13;32.88;32.78
493.04;493.34;36.82;33.98;34.13;32.68;32.58
493.19;493.49;36.82;33.98;34.13;32.78;32.68
493.34;493.64;36.92;33.98;34.13;32.78;32.68
493.49;493.79;36.82;34.08;34.23;32.78;32.68
493.64;493.94;36.92;33.98;34.13;32.78;32.68
493.79;494.09;36.82;33.98;34.13;32.78;32.68
493.94;494.24;36.92;33.98;34.13;32.78;32.68
494.09;494.39;36.82;33.98;34.13;32.78;32.68
494.24;494.54;36.92;33.98;34.13;32.78;32.68
494.39;494.69;36.82;34.08;34.23;32.78;32.68
494.54;494.84;36.92;33.98;34.13;32.78;32.68
494.69;494.99;36.92;33.98;34.13;32.78;32.68
494.84;495.14;36.92;33.98;34.13;32.78;32.68
494.99;495.29;36.82;34.08;34.23;32.78;32.68
495.14;495.44;36.82;34.08;34.23;32.78;32.68
495.29;495.59;36.82;34.08;34.23;32.78;32.68
495.44;495.74;36.92;33.98;34.13;32.88;32.78
495.59;495.89;36.82;34.08;34.23;32.78;32.68
495.74;496.04;36.92;34.08;34.23;32.78;32.68
495.89;496.19;36.82;34.08;34.23;32.68;32.58
496.04;496.34;36.92;33.98;34.13;32.78;32.68
496.19;496.49;36.92;33.98;34.13;32.78;32.68
496.34;496.64;36.92;33.98;34.13;32.78;32.68
496.49;496.79;36.92;34.08;34.23;32.78;32.68
496.64;496.94;36.92;33.98;34.13;32.78;32.68
496.79;497.09;36.92;33.98;34.13;32.78;32.68
496.94;497.24;36.92;33.98;34.13;32.78;32.68
497.09;497.39;36.92;34.08;34.23;32.78;32.68
497.24;497.54;36.92;33.98;34.13;32.78;32.68
497.39;497.69;36.82;33.98;34.13;32.78;32.68
497.54;497.84;36.92;33.98;34.13;32.78;32.68
497.69;497.99;36.92;34.08;34.23;32.78;32.68
497.84;498.14;36.92;33.98;34.13;32.78;32.68
497.99;498.29;36.92;33.98;34.13;32.78;32.68
498.14;498.44;36.92;33.98;34.13;32.78;32.68
498.29;498.59;36.92;33.98;34.13;32.78;32.68
498.44;498.74;36.92;33.98;34.13;32.78;32.68
498.59;498.89;36.92;33.98;34.13;32.78;32.68
498.74;499.04;36.92;33.98;34.13;32.88;32.78
498.89;499.19;36.92;33.98;34.13;32.78;32.68
499.04;499.34;36.92;34.08;34.23;32.88;32.78
499.19;499.49;36.92;33.98;34.13;32.78;32.68
499.34;499.64;36.92;34.08;34.23;32.88;32.78
499.49;499.79;36.92;33.98;34.13;32.88;32.78
499.64;499.94;36.92;34.08;34.23;32.78;32.68
499.79;500.09;36.92;34.08;34.23;32.88;32.78
499.94;500.24;36.92;34.08;34.23;32.88;32.78
500.09;500.39;36.92;33.98;34.13;32.88;32.78
500.24;500.54;36.92;34.08;34.23;32.88;32.78
500.39;500.69;36.82;34.08;34.23;32.88;32.78
500.54;500.84;36.92;33.98;34.13;32.78;32.68
500.69;500.99;36.92;33.98;34.13;32.88;32.78
500.84;501.14;36.92;34.08;34.23;32.88;32.78
500.99;501.29;36.92;34.08;34.23;32.88;32.78
501.14;501.44;36.92;34.08;34.23;32.88;32.78
501.29;501.59;36.92;33.98;34.13;32.88;32.78
501.44;501.74;36.92;33.98;34.13;32.88;32.78
501.59;501.89;36.92;34.08;34.23;32.88;32.78
501.74;502.04;36.92;34.08;34.23;32.88;32.78
501.89;502.19;36.92;34.08;34.23;32.88;32.78
502.04;502.34;36.92;33.98;34.13;32.88;32.78
502.19;502.49;36.92;34.08;34.23;32.88;32.78
502.34;502.64;36.82;34.08;34.23;32.88;32.78
502.49;502.79;36.92;34.08;34.23;32.88;32.78
502.64;502.94;36.92;33.98;34.13;32.88;32.78
502.79;503.09;36.92;34.08;34.23;32.88;32.78
502.94;503.24;36.92;34.08;34.23;32.88;32.78
503.09;503.39;36.92;34.08;34.23;32.88;32.78
503.24;503.54;36.92;34.08;34.23;32.88;32.78
503.39;503.69;36.92;33.98;34.13;32.88;32.78
503.54;503.84;36.92;34.08;34.23;32.88;32.78
503.69;503.99;36.92;34.08;34.23;32.78;32.68
503.84;504.14;36.92;34.08;34.23;32.78;32.68
503.99;504.29;36.92;34.08;34.23;32.88;32.78
504.14;504.44;36.82;34.08;34.23;32.88;32.78
504.29;504.59;36.92;34.08;34.23;32.88;32.78
504.44;504.74;36.92;33.98;34.13;32.88;32.78
504.59;504.89;36.92;34.08;34.23;32.97;32.87
504.74;505.04;36.92;34.08;34.23;32.88;32.78
504.89;505.19;36.92;34.08;34.23;32.88;32.78
505.04;505.34;36.92;34.08;34.23;32.88;32.78
505.19;505.49;36.92;34.08;34.23;32.78;32.68
505.34;505.64;36.92;34.08;34.23;32.88;32.78
505.49;505.79;36.92;34.08;34.23;32.88;32.78
505.64;505.94;36.92;34.08;34.23;32.88;32.78
505.79;506.09;36.92;34.08;34.23;32.88;32.78
505.94;506.24;36.92;34.08;34.23;32.97;32.87
506.09;506.39;37.02;34.08;34.23;32.88;32.78
506.24;506.54;36.92;34.08;34.23;32.88;32.78
506.39;506.69;36.92;34.08;34.23;32.88;32.78
506.54;506.84;36.92;34.08;34.23;32.88;32.78
506.69;506.99;36.92;34.08;34.23;32.88;32.78
506.84;507.14;36.92;34.08;34.23;32.88;32.78
506.99;507.29;36.92;34.08;34.23;32.88;32.78
507.14;507.44;36.92;34.08;34.23;32.88;32.78
507.29;507.59;36.92;34.08;34.23;32.88;32.78
507.44;507.74;36.92;34.08;34.23;32.88;32.78
507.59;507.89;36.92;34.08;34.23;32.88;32.78
507.74;508.04;36.92;34.08;34.23;32.78;32.68
507.89;508.19;36.92;33.98;34.13;32.88;32.78
508.04;508.34;36.92;33.98;34.13;32.88;32.78
508.19;508.49;36.92;34.08;34.23;32.88;32.78
508.34;508.64;36.92;33.98;34.13;32.88;32.78
508.49;508.79;36.92;33.98;34.13;32.88;32.78
508.64;508.94;36.92;33.98;34.13;32.88;32.78
508.79;509.09;36.82;34.08;34.23;32.88;32.78
508.94;509.24;36.82;34.08;34.23;32.88;32.78
509.09;509.39;36.92;33.98;34.13;32.88;32.78
509.24;509.54;36.92;34.08;34.23;32.88;32.78
509.39;509.69;36.92;34.08;34.23;32.88;32.78
509.54;509.84;36.92;34.08;34.23;32.88;32.78
509.69;509.99;36.92;34.08;34.23;32.88;32.78
509.84;510.14;36.92;34.08;34.23;32.88;32.78
509.99;510.29;36.92;33.98;34.13;32.88;32.78
510.14;510.44;36.92;34.08;34.23;32.88;32.78
510.29;510.59;36.82;34.08;34.23;32.88;32.78
510.44;510.74;36.92;34.08;34.23;32.97;32.87
510.59;510.89;36.92;33.98;34.13;32.97;32.87
510.74;511.04;36.92;34.08;34.23;32.88;32.78
510.89;511.19;36.92;34.08;34.23;32.88;32.78
511.04;511.34;36.92;34.08;34.23;32.88;32.78
511.19;511.49;36.92;34.08;34.23;32.97;32.87
511.34;511.64;36.92;34.08;34.23;32.97;32.87
511.49;511.79;36.92;34.08;34.23;32.88;32.78
511.64;511.94;36.92;34.08;34.23;32.88;32.78
511.79;512.09;36.92;34.08;34.23;32.88;32.78
511.94;512.24;36.92;33.98;34.13;32.88;32.78
512.09;512.39;36.92;34.08;34.23;32.97;32.87
512.24;512.54;36.92;34.08;34.23;32.88;32.78
512.39;512.69;36.92;34.08;34.23;32.88;32.78
512.54;512.84;36.92;34.08;34.23;32.97;32.87
512.69;512.99;36.92;34.08;34.23;32.97;32.87
512.84;513.14;36.92;34.08;34.23;32.97;32.87
512.99;513.29;36.92;34.08;34.23;32.88;32.78
513.14;513.44;36.92;34.08;34.23;32.97;32.87
513.29;513.59;36.92;34.08;34.23;32.97;32.87
513.43;513.73;36.92;34.08;34.23;32.97;32.87
513.59;513.89;36.92;34.08;34.23;32.97;32.87
513.73;514.03;36.92;34.08;34.23;32.88;32.78
513.89;514.19;36.92;34.08;34.23;32.97;32.87
514.04;514.34;36.92;34.08;34.23;32.97;32.87
514.18;514.48;36.82;34.08;34.23;32.97;32.87
514.34;514.64;36.92;34.08;34.23;32.97;32.87
514.48;514.78;36.92;34.08;34.23;32.97;32.87
514.64;514.94;36.92;34.08;34.23;32.97;32.87
514.79;515.09;36.82;34.08;34.23;32.97;32.87
514.93;515.23;36.92;34.08;34.23;32.88;32.78
515.09;515.39;36.82;34.08;34.23;32.97;32.87
515.23;515.53;36.92;34.08;34.23;32.97;32.87
515.39;515.69;36.82;34.08;34.23;32.97;32.87
515.53;515.83;36.92;34.18;34.33;32.97;32.87
515.68;515.98;36.92;34.08;34.23;32.97;32.87
515.83;516.13;36.82;34.08;34.23;32.97;32.87
515.98;516.28;36.92;34.08;34.23;32.97;32.87
516.13;516.43;36.92;34.08;34.23;32.97;32.87
516.29;516.59;36.82;34.08;34.23;32.97;32.87
516.43;516.73;36.92;34.08;34.23;32.97;32.87
516.58;516.88;36.82;34.08;34.23;32.97;32.87
516.73;517.03;36.82;34.08;34.23;32.97;32.87
516.88;517.18;36.82;34.08;34.23;32.97;32.87
517.04;517.34;36.82;34.08;34.23;32.97;32.87
517.18;517.48;36.82;34.08;34.23;32.97;32.87
517.34;517.64;36.92;34.08;34.23;32.97;32.87
517.48;517.78;36.82;34.08;34.23;32.97;32.87
517.63;517.93;36.82;34.08;34.23;32.97;32.87
517.78;518.08;36.82;34.08;34.23;32.97;32.87
517.93;518.23;36.82;34.08;34.23;33.07;32.97
518.08;518.38;36.82;34.08;34.23;32.97;32.87
518.23;518.53;36.82;34.08;34.23;32.97;32.87
518.38;518.68;36.82;34.08;34.23;32.97;32.87
518.53;518.83;36.82;34.08;34.23;32.97;32.87
518.68;518.98;36.82;34.08;34.23;32.97;32.87
518.83;519.13;36.82;34.08;34.23;32.97;32.87
518.98;519.28;36.82;34.08;34.23;32.97;32.87
519.13;519.43;36.82;34.08;34.23;33.07;32.97
519.28;519.58;36.82;34.08;34.23;32.97;32.87
519.43;519.73;36.82;34.08;34.23;32.97;32.87
519.58;519.88;36.92;34.08;34.23;32.97;32.87
519.73;520.03;36.92;34.08;34.23;32.97;32.87
519.88;520.18;36.82;34.08;34.23;33.07;32.97
520.03;520.33;36.82;34.08;34.23;33.07;32.97
520.18;520.48;36.82;34.08;34.23;33.07;32.97
520.33;520.63;36.82;34.08;34.23;33.07;32.97
520.48;520.78;36.92;33.98;34.13;33.07;32.97
520.63;520.93;36.82;34.08;34.23;33.07;32.97
520.78;521.08;36.82;34.08;34.23;33.07;32.97
520.93;521.23;36.82;34.08;34.23;32.97;32.87
521.08;521.38;36.82;34.08;34.23;32.97;32.87
521.23;521.53;36.82;34.08;34.23;32.97;32.87
521.38;521.68;36.92;34.08;34.23;32.97;32.87
521.53;521.83;36.82;34.08;34.23;32.97;32.87
521.68;521.98;36.82;34.08;34.23;32.97;32.87
521.83;522.13;36.82;34.08;34.23;32.97;32.87
521.98;522.28;36.82;34.08;34.23;32.97;32.87
522.13;522.43;36.82;34.08;34.23;32.97;32.87
522.28;522.58;36.92;34.08;34.23;32.97;32.87
522.43;522.73;36.82;34.08;34.23;33.07;32.97
522.58;522.88;36.82;34.08;34.23;33.07;32.97
522.73;523.03;36.82;34.08;34.23;32.97;32.87
522.88;523.18;36.82;34.08;34.23;32.97;32.87
523.03;523.33;36.82;34.08;34.23;33.07;32.97
523.18;523.48;36.82;33.98;34.13;32.97;32.87
523.33;523.63;36.82;34.08;34.23;32.97;32.87
523.48;523.78;36.82;34.08;34.23;32.97;32.87
523.63;523.93;36.82;34.08;34.23;33.07;32.97
523.78;524.08;36.82;34.08;34.23;33.07;32.97
523.93;524.23;36.82;34.08;34.23;33.07;32.97
524.08;524.38;36.82;34.08;34.23;33.07;32.97
524.23;524.53;36.82;34.08;34.23;33.07;32.97
524.38;524.68;36.82;34.08;34.23;33.07;32.97
524.53;524.83;36.82;34.08;34.23;32.97;32.87
524.68;524.98;36.82;34.08;34.23;33.07;32.97
524.83;525.13;36.82;34.08;34.23;33.07;32.97
524.98;525.28;36.82;34.08;34.23;33.07;32.97
525.13;525.43;36.82;33.98;34.13;33.07;32.97
525.28;525.58;36.82;34.08;34.23;33.07;32.97
525.43;525.73;36.82;34.08;34.23;33.07;32.97
525.58;525.88;36.82;34.08;34.23;33.07;32.97
525.73;526.03;36.82;33.98;34.13;33.07;32.97
525.88;526.18;36.82;33.98;34.13;33.07;32.97
526.03;526.33;36.82;34.08;34.23;33.07;32.97
526.18;526.48;36.82;34.08;34.23;33.07;32.97
526.33;526.63;36.82;34.08;34.23;33.07;32.97
526.48;526.78;36.82;33.98;34.13;33.07;32.97
526.63;526.93;36.82;34.08;34.23;33.16;33.06
526.78;527.08;36.82;34.08;34.23;33.07;32.97
526.93;527.23;36.82;33.98;34.13;33.07;32.97
527.08;527.38;36.82;33.98;34.13;33.07;32.97
527.23;527.53;36.82;33.98;34.13;33.07;32.97
527.38;527.68;36.82;34.08;34.23;33.07;32.97
527.53;527.83;36.82;34.08;34.23;33.07;32.97
527.68;527.98;36.82;33.98;34.13;33.07;32.97
527.83;528.13;36.82;33.98;34.13;33.07;32.97
527.98;528.28;36.82;33.98;34.13;33.16;33.06
528.13;528.43;36.82;34.08;34.23;33.07;32.97
528.28;528.58;36.82;34.08;34.23;33.07;32.97
528.43;528.73;36.82;33.98;34.13;33.07;32.97
528.58;528.88;36.82;33.98;34.13;33.07;32.97
528.73;529.03;36.82;33.98;34.13;33.16;33.06
528.88;529.18;36.82;34.08;34.23;33.07;32.97
529.03;529.33;36.82;33.98;34.13;33.07;32.97
529.18;529.48;36.82;33.98;34.13;33.07;32.97
529.33;529.63;36.82;34.08;34.23;33.07;32.97
529.48;529.78;36.82;33.98;34.13;33.07;32.97
529.63;529.93;36.82;34.08;34.23;33.07;32.97
529.78;530.08;36.82;33.98;34.13;33.07;32.97
529.93;530.23;36.82;34.08;34.23;33.07;32.97
530.08;530.38;36.82;34.08;34.23;33.07;32.97
530.23;530.53;36.82;33.98;34.13;33.07;32.97
530.38;530.68;36.82;33.98;34.13;33.07;32.97
530.53;530.83;36.82;33.98;34.13;33.07;32.97
530.68;530.98;36.82;34.08;34.23;33.07;32.97
530.83;531.13;36.82;33.98;34.13;33.07;32.97
530.98;531.28;36.82;34.08;34.23;33.07;32.97
531.13;531.43;36.82;33.98;34.13;33.07;32.97
531.28;531.58;36.82;34.08;34.23;33.07;32.97
531.43;531.73;36.82;34.08;34.23;33.07;32.97
531.58;531.88;36.92;34.08;34.23;33.07;32.97
531.73;532.03;36.92;34.08;34.23;33.07;32.97
531.88;532.18;36.92;34.08;34.23;33.07;32.97
532.03;532.33;36.82;34.08;34.23;33.07;32.97
532.18;532.48;36.92;34.08;34.23;33.07;32.97
532.33;532.63;36.92;34.08;34.23;33.07;32.97
532.48;532.78;36.92;33.98;34.13;33.07;32.97
532.63;532.93;36.82;33.98;34.13;33.07;32.97
532.78;533.08;36.82;34.08;34.23;33.07;32.97
532.93;533.23;36.92;34.08;34.23;33.07;32.97
533.08;533.38;36.92;34.08;34.23;33.07;32.97
533.23;533.53;36.92;34.08;34.23;33.07;32.97
533.38;533.68;36.92;34.08;34.23;33.07;32.97
533.53;533.83;36.92;34.08;34.23;33.07;32.97
533.68;533.98;36.92;34.08;34.23;33.07;32.97
533.83;534.13;36.92;33.98;34.13;33.07;32.97
533.98;534.28;36.92;34.08;34.23;33.07;32.97
534.13;534.43;36.92;34.08;34.23;33.07;32.97
534.28;534.58;36.82;34.08;34.23;33.07;32.97
534.43;534.73;36.92;34.08;34.23;33.16;33.06
534.58;534.88;36.82;34.08;34.23;33.07;32.97
534.73;535.03;36.82;34.08;34.23;33.07;32.97
534.88;535.18;36.92;34.08;34.23;33.07;32.97
535.03;535.33;36.92;34.08;34.23;33.07;32.97
535.18;535.48;36.92;34.08;34.23;33.07;32.97
535.33;535.63;36.92;34.08;34.23;33.07;32.97
535.48;535.78;36.82;34.08;34.23;33.07;32.97
535.63;535.93;36.92;34.08;34.23;33.07;32.97
535.78;536.08;36.82;34.08;34.23;33.16;33.06
535.93;536.23;36.92;34.08;34.23;33.07;32.97
536.08;536.38;36.82;34.08;34.23;33.07;32.97
536.23;536.53;36.82;34.08;34.23;33.07;32.97
536.38;536.68;36.92;34.08;34.23;33.07;32.97
536.53;536.83;36.82;34.08;34.23;33.07;32.97
536.68;536.98;36.82;34.08;34.23;33.16;33.06
536.83;537.13;36.82;34.08;34.23;33.07;32.97
536.98;537.28;36.82;34.08;34.23;33.07;32.97
537.13;537.43;36.92;34.08;34.23;33.16;33.06
537.28;537.58;36.92;34.08;34.23;33.07;32.97
537.43;537.73;36.82;34.08;34.23;33.16;33.06
537.58;537.88;36.92;34.08;34.23;33.16;33.06
537.73;538.03;36.82;34.08;34.23;33.07;32.97
537.88;538.18;36.82;34.08;34.23;33.07;32.97
538.03;538.33;36.82;34.08;34.23;33.07;32.97
538.18;538.48;36.82;34.08;34.23;33.16;33.06
538.33;538.63;36.82;34.08;34.23;33.16;33.06
538.48;538.78;36.82;34.08;34.23;33.07;32.97
538.63;538.93;36.92;34.18;34.33;33.07;32.97
538.78;539.08;36.82;34.08;34.23;33.07;32.97
538.93;539.23;36.92;34.08;34.23;33.16;33.06
539.08;539.38;36.82;34.18;34.33;33.16;33.06
539.23;539.53;36.82;34.08;34.23;33.16;33.06
539.38;539.68;36.92;34.18;34.33;33.16;33.06
539.53;539.83;36.82;34.18;34.33;33.07;32.97
539.68;539.98;36.82;34.08;34.23;33.16;33.06
539.83;540.13;36.82;34.18;34.33;33.07;32.97
539.98;540.28;36.82;34.18;34.33;33.16;33.06
540.13;540.43;36.92;34.18;34.33;33.07;32.97
540.28;540.58;36.92;34.08;34.23;33.07;32.97
540.43;540.73;36.92;34.08;34.23;33.16;33.06
540.58;540.88;36.92;34.18;34.33;33.16;33.06
540.73;541.03;36.92;34.18;34.33;33.07;32.97
540.88;541.18;36.82;34.08;34.23;33.07;32.97
541.03;541.33;36.92;34.18;34.33;33.07;32.97
541.18;541.48;36.92;34.18;34.33;33.07;32.97
541.33;541.63;36.92;34.08;34.23;33.07;32.97
541.48;541.78;36.92;34.08;34.23;33.16;33.06
541.63;541.93;36.92;34.08;34.23;33.07;32.97
541.78;542.08;36.92;34.08;34.23;33.16;33.06
541.93;542.23;36.92;34.08;34.23;33.16;33.06
542.08;542.38;36.92;34.18;34.33;33.07;32.97
542.23;542.53;36.92;34.18;34.33;33.07;32.97
542.38;542.68;36.92;34.08;34.23;33.07;32.97
542.53;542.83;36.92;34.08;34.23;33.16;33.06
542.68;542.98;36.92;34.18;34.33;33.07;32.97
542.83;543.13;36.92;34.18;34.33;33.07;32.97
542.98;543.28;37.02;34.08;34.23;33.16;33.06
543.13;543.43;37.02;34.08;34.23;33.07;32.97
543.28;543.58;36.92;34.18;34.33;33.16;33.06
543.43;543.73;37.02;34.18;34.33;33.07;32.97
543.58;543.88;36.92;34.08;34.23;33.16;33.06
543.73;544.03;37.02;34.18;34.33;33.16;33.06
543.88;544.18;37.02;34.18;34.33;33.07;32.97
544.03;544.33;37.02;34.18;34.33;33.16;33.06
544.18;544.48;37.02;34.18;34.33;33.07;32.97
544.33;544.63;37.02;34.08;34.23;33.16;33.06
544.48;544.78;37.02;34.18;34.33;33.07;32.97
544.62;544.92;37.02;34.18;34.33;33.07;32.97
544.78;545.08;37.02;34.08;34.23;33.16;33.06
544.92;545.22;37.02;34.08;34.23;33.07;32.97
545.08;545.38;37.02;34.08;34.23;33.16;33.06
545.23;545.53;37.02;34.18;34.33;33.16;33.06
545.37;545.67;37.02;34.18;34.33;33.16;33.06
545.53;545.83;37.02;34.18;34.33;33.07;32.97
545.67;545.97;37.02;34.18;34.33;33.16;33.06
545.83;546.13;37.02;34.18;34.33;33.16;33.06
545.98;546.28;36.92;34.18;34.33;33.16;33.06
546.12;546.42;37.02;34.18;34.33;33.07;32.97
546.28;546.58;37.02;34.18;34.33;33.16;33.06
546.42;546.72;37.02;34.18;34.33;33.07;32.97
546.58;546.88;37.02;34.18;34.33;33.16;33.06
546.72;547.02;37.02;34.18;34.33;33.16;33.06
546.87;547.17;37.02;34.18;34.33;33.16;33.06
547.02;547.32;37.02;34.18;34.33;33.07;32.97
547.17;547.47;37.02;34.18;34.33;33.16;33.06
547.32;547.62;37.12;34.18;34.33;33.07;32.97
547.48;547.78;37.02;34.18;34.33;33.16;33.06
547.62;547.92;37.12;34.18;34.33;33.07;32.97
547.77;548.07;37.02;34.08;34.23;33.07;32.97
547.92;548.22;37.02;34.18;34.33;33.07;32.97
548.07;548.37;37.12;34.18;34.33;33.07;32.97
548.23;548.53;37.02;34.18;34.33;33.16;33.06
548.37;548.67;37.12;34.18;34.33;33.07;32.97
548.53;548.83;37.02;34.18;34.33;33.07;32.97
548.67;548.97;37.12;34.18;34.33;33.07;32.97
548.82;549.12;37.12;34.18;34.33;33.07;32.97
548.97;549.27;37.02;34.18;34.33;33.16;33.06
549.12;549.42;37.02;34.18;34.33;33.07;32.97
549.27;549.57;37.02;34.18;34.33;33.07;32.97
549.42;549.72;37.12;34.18;34.33;33.07;32.97
549.57;549.87;37.02;34.18;34.33;33.16;33.06
549.72;550.02;37.12;34.18;34.33;33.16;33.06
549.87;550.17;37.02;34.18;34.33;33.07;32.97
550.02;550.32;37.02;34.18;34.33;33.07;32.97
550.17;550.47;37.12;34.18;34.33;33.16;33.06
550.32;550.62;37.02;34.18;34.33;33.07;32.97
550.47;550.77;37.02;34.18;34.33;33.07;32.97
550.62;550.92;37.02;34.18;34.33;33.07;32.97
550.77;551.07;37.12;34.18;34.33;33.07;32.97
550.92;551.22;37.02;34.08;34.23;33.07;32.97
551.07;551.37;37.02;34.18;34.33;33.16;33.06
551.22;551.52;37.02;34.18;34.33;33.16;33.06
551.37;551.67;37.12;34.18;34.33;33.07;32.97
551.52;551.82;37.02;34.18;34.33;33.07;32.97
551.67;551.97;37.02;34.18;34.33;33.07;32.97
551.82;552.12;37.02;34.18;34.33;33.07;32.97
551.97;552.27;37.12;34.18;34.33;33.07;32.97
552.12;552.42;37.02;34.18;34.33;33.07;32.97
552.27;552.57;37.02;34.18;34.33;33.07;32.97
552.42;552.72;37.02;34.18;34.33;33.07;32.97
552.57;552.87;37.02;34.18;34.33;33.07;32.97
552.72;553.02;37.02;34.18;34.33;33.07;32.97
552.87;553.17;37.02;34.18;34.33;33.07;32.97
553.02;553.32;36.92;34.18;34.33;33.07;32.97
553.17;553.47;37.02;34.18;34.33;33.07;32.97
553.32;553.62;37.02;34.18;34.33;33.07;32.97
553.47;553.77;37.02;34.18;34.33;33.16;33.06
553.62;553.92;36.92;34.18;34.33;33.07;32.97
553.77;554.07;37.02;34.18;34.33;33.07;32.97
553.92;554.22;36.92;34.18;34.33;33.07;32.97
554.07;554.37;36.92;34.18;34.33;33.07;32.97
554.22;554.52;36.92;34.18;34.33;33.07;32.97
554.37;554.67;36.92;34.18;34.33;33.07;32.97
554.52;554.82;36.92;34.18;34.33;32.97;32.87
554.67;554.97;36.92;34.18;34.33;33.07;32.97
554.82;555.12;36.92;34.18;34.33;33.07;32.97
554.97;555.27;36.92;34.18;34.33;33.07;32.97
555.12;555.42;36.92;34.18;34.33;33.07;32.97
